source,task,condition,offer_amount,agent_index,rank,feature_label,activation
ultimatum,ultimatum_response,steering,55,7,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,7,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,7,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,7,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,8,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,8,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,8,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,8,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,8,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,8,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,8,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,8,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,8,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,8,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,9,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,9,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,9,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,9,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,9,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,9,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,9,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,9,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,9,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,9,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,10,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,10,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,10,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,10,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,10,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,10,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,10,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,10,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,10,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,10,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,11,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,11,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,11,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,11,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,11,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,11,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,11,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,11,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,11,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,11,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,12,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,12,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,12,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,12,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,12,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,12,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,12,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,12,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,12,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,12,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,13,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,13,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,13,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,13,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,13,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,13,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,13,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,13,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,13,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,13,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,14,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,14,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,14,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,14,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,14,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,14,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,14,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,14,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,14,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,14,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,15,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,15,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,15,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,15,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,15,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,15,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,15,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,15,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,15,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,15,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,16,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,16,2,Economic tradeoffs and payoff structures in social contexts,161.0
ultimatum,ultimatum_response,steering,55,16,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,16,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,16,5,Coordinating conjunctions connecting related concepts in formal writing,32.0
ultimatum,ultimatum_response,steering,55,16,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,16,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,16,8,"Discussions of egoism and self-interest, especially in moral contexts",19.0
ultimatum,ultimatum_response,steering,55,16,9,Character decision-making and multi-step action sequences in narratives,17.0
ultimatum,ultimatum_response,steering,55,16,10,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,17,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,17,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,17,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,17,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,17,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,17,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,17,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,17,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,17,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,17,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,18,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,18,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,18,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,18,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,18,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,18,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,18,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,18,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,18,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,18,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,19,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,19,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,19,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,19,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,19,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,19,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,19,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,19,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,19,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,19,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,20,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,20,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,20,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,20,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,20,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,20,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,20,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,20,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,20,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,20,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,21,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,21,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,21,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,21,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,21,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,21,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,21,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,21,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,21,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,21,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,22,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,22,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,22,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,22,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,22,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,22,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,22,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,22,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,22,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,22,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,23,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,23,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,23,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,23,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,23,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,23,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,23,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,23,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,23,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,23,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,24,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,24,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,24,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,24,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,24,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,24,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,24,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,24,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,24,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,24,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,25,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,25,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,25,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,25,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,25,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,25,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,25,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,25,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,25,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,25,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,26,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,26,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,26,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,26,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,26,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,26,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,26,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,26,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,26,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,26,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,27,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,27,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,27,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,27,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,27,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,27,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,27,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,27,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,27,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,27,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,28,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,28,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,28,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,28,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,28,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,28,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,28,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,28,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,28,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,28,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,29,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,29,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,29,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,29,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,29,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,29,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,29,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,29,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,29,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,29,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,30,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,30,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,30,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,30,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,30,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,30,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,30,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,30,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,30,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,30,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,31,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,31,2,Economic tradeoffs and payoff structures in social contexts,161.0
ultimatum,ultimatum_response,steering,55,31,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,31,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,31,5,Coordinating conjunctions connecting related concepts in formal writing,32.0
ultimatum,ultimatum_response,steering,55,31,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,31,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,31,8,"Discussions of egoism and self-interest, especially in moral contexts",19.0
ultimatum,ultimatum_response,steering,55,31,9,Character decision-making and multi-step action sequences in narratives,17.0
ultimatum,ultimatum_response,steering,55,31,10,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,32,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,32,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,32,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,32,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,32,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,32,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,32,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,32,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,32,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,32,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,33,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,33,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,33,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,33,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,33,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,33,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,33,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,33,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,33,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,33,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,34,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,34,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,34,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,34,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,34,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,34,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,34,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,34,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,34,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,34,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,35,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,35,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,35,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,35,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,35,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,35,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,35,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,35,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,35,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,35,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,36,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,36,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,36,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,36,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,36,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,36,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,36,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,36,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,36,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,36,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,37,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,37,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,37,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,37,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,37,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
ultimatum,ultimatum_response,steering,55,37,6,Descriptions of experimental procedures and participant tasks in research studies,31.0
ultimatum,ultimatum_response,steering,55,37,7,The assistant should select between provided options,29.0
ultimatum,ultimatum_response,steering,55,37,8,Character decision-making and multi-step action sequences in narratives,20.0
ultimatum,ultimatum_response,steering,55,37,9,Code syntax patterns for object creation and initialization,16.0
ultimatum,ultimatum_response,steering,55,37,10,Careful explanation or instruction giving,16.0
ultimatum,ultimatum_response,steering,55,38,1,Altruistic and selfless behavior or intentions,236.0
ultimatum,ultimatum_response,steering,55,38,2,Economic tradeoffs and payoff structures in social contexts,158.0
ultimatum,ultimatum_response,steering,55,38,3,Game theory concepts involving cooperation versus competition,52.0
ultimatum,ultimatum_response,steering,55,38,4,Technical setup and configuration states in experimental procedures,33.0
ultimatum,ultimatum_response,steering,55,38,5,Coordinating conjunctions connecting related concepts in formal writing,33.0
